Regiao,Estado,Cidade,Ano,Mes,Dia,Temp_Max,Temp_Min,Temp_Media
Nordeste,PE,Recife,2025,7,31,28.5,22.3,25.4
Nordeste,PE,Recife,2025,8,1,27.0,22.1,24.55
Nordeste,PE,Recife,2025,8,2,27.2,22.4,24.8
Nordeste,PE,Recife,2025,8,3,26.5,22.1,24.3
Nordeste,PE,Recife,2025,8,4,25.8,22.0,23.9
Nordeste,PE,Recife,2025,8,5,25.4,21.8,23.6
Nordeste,PE,Recife,2025,8,6,27.2,22.9,25.05
Nordeste,PE,Recife,2025,8,7,26.9,21.7,24.3
Nordeste,PE,Recife,2025,8,8,26.7,21.7,24.2
Nordeste,PE,Recife,2025,8,9,25.9,22.9,24.4
Nordeste,PE,Recife,2025,8,10,27.8,22.3,25.05
Nordeste,PE,Recife,2025,8,11,27.7,22.8,25.25
Nordeste,PE,Recife,2025,8,12,25.8,22.5,24.15
Nordeste,PE,Recife,2025,8,13,27.9,23.3,25.6
Nordeste,PE,Recife,2025,8,14,26.1,22.7,24.4
Nordeste,PE,Recife,2025,8,15,25.7,22.6,24.15
Nordeste,PE,Recife,2025,8,16,26.0,22.7,24.35
Nordeste,PE,Recife,2025,8,17,27.3,22.7,25.0
Nordeste,PE,Recife,2025,8,18,26.8,22.3,24.55
Nordeste,PE,Recife,2025,8,19,25.8,21.4,23.6
Nordeste,PE,Recife,2025,8,20,26.4,21.6,24.0
Nordeste,PE,Recife,2025,8,21,27.2,21.9,24.55
Nordeste,PE,Recife,2025,8,22,26.9,22.3,24.6
Nordeste,PE,Recife,2025,8,23,25.9,21.5,23.7
Nordeste,PE,Recife,2025,8,24,27.9,22.4,25.15
Nordeste,PE,Recife,2025,8,25,27.4,22.8,25.1
Nordeste,PE,Recife,2025,8,26,27.9,23.2,25.55
Nordeste,PE,Recife,2025,8,27,26.8,22.7,24.75
Nordeste,PE,Recife,2025,8,28,26.8,21.9,24.35
Nordeste,PE,Recife,2025,8,29,26.2,22.1,24.15
Nordeste,PE,Recife,2025,8,30,26.7,20.6,23.65
Nordeste,PE,Recife,2025,8,31,26.6,22.6,24.6
Nordeste,PE,Recife,2025,9,1,27.0,22.8,24.9
Nordeste,PE,Recife,2025,9,2,26.4,22.7,24.55
Nordeste,PE,Recife,2025,9,3,26.1,22.4,24.25
Nordeste,PE,Recife,2025,9,4,25.9,22.6,24.25
Nordeste,PE,Recife,2025,9,5,26.3,22.8,24.55
Nordeste,PE,Recife,2025,9,6,27.1,23.4,25.25
Nordeste,PE,Recife,2025,9,7,27.4,22.3,24.85
Nordeste,PE,Recife,2025,9,8,25.6,21.7,23.65
Nordeste,PE,Recife,2025,9,9,27.4,23.2,25.3
Nordeste,PE,Recife,2025,9,10,27.0,23.1,25.05
Nordeste,PE,Recife,2025,9,11,27.4,22.8,25.1
Nordeste,PE,Recife,2025,9,12,28.3,21.5,24.9
Nordeste,PE,Recife,2025,9,13,28.1,22.2,25.15
Nordeste,PE,Recife,2025,9,14,28.2,22.8,25.5
Nordeste,PE,Recife,2025,9,15,27.9,23.4,25.65
Nordeste,PE,Recife,2025,9,16,28.1,23.9,26.0
Nordeste,PE,Recife,2025,9,17,27.6,22.8,25.2
Nordeste,PE,Recife,2025,9,18,27.3,23.8,25.55
Nordeste,PE,Recife,2025,9,19,27.2,23.5,25.35
Nordeste,PE,Recife,2025,9,20,28.0,23.5,25.75
Nordeste,PE,Recife,2025,9,21,27.0,23.5,25.25
Nordeste,PE,Recife,2025,9,22,27.8,23.4,25.6
Nordeste,PE,Recife,2025,9,23,28.1,24.2,26.15
Nordeste,PE,Recife,2025,9,24,27.9,23.2,25.55
Nordeste,PE,Recife,2025,9,25,27.4,22.8,25.1
Nordeste,PE,Recife,2025,9,26,27.2,23.4,25.3
Nordeste,PE,Recife,2025,9,27,28.0,23.1,25.55
Nordeste,PE,Recife,2025,9,28,28.2,23.6,25.9
Nordeste,PE,Recife,2025,9,29,28.2,23.1,25.65
Nordeste,PE,Recife,2025,9,30,26.4,22.7,24.55
Nordeste,PE,Recife,2025,10,1,25.9,22.0,23.95
Nordeste,PE,Recife,2025,10,2,26.4,22.1,24.25
Nordeste,PE,Recife,2025,10,3,27.2,22.3,24.75
Nordeste,PE,Recife,2025,10,4,27.1,23.6,25.35
Nordeste,PE,Recife,2025,10,5,27.0,23.2,25.1
Nordeste,PE,Recife,2025,10,6,27.3,22.9,25.1
Nordeste,PE,Recife,2025,10,7,28.0,23.4,25.7
Nordeste,PE,Recife,2025,10,8,27.8,23.8,25.8
Nordeste,PE,Recife,2025,10,9,27.7,23.6,25.65
Nordeste,PE,Recife,2025,10,10,27.8,23.6,25.7
Nordeste,PE,Recife,2025,10,11,27.9,23.7,25.8
Nordeste,PE,Recife,2025,10,12,27.8,23.8,25.8
Nordeste,PE,Recife,2025,10,13,27.6,23.6,25.6
Nordeste,PE,Recife,2025,10,14,28.3,24.4,26.35
Nordeste,PE,Recife,2025,10,15,27.9,24.0,25.95
Nordeste,PE,Recife,2025,10,16,28.0,23.2,25.6
Nordeste,PE,Recife,2025,10,17,27.4,22.5,24.95
Nordeste,PE,Recife,2025,10,18,28.1,23.8,25.95
Nordeste,PE,Recife,2025,10,19,28.7,24.1,26.4
Nordeste,PE,Recife,2025,10,20,28.5,24.7,26.6
Nordeste,PE,Recife,2025,10,21,29.0,24.6,26.8
Nordeste,PE,Recife,2025,10,22,29.0,24.1,26.55
Nordeste,PE,Recife,2025,10,23,27.9,23.9,25.9
Nordeste,PE,Recife,2025,10,24,27.1,24.2,25.65
Nordeste,PE,Recife,2025,10,25,28.3,23.6,25.95
Nordeste,PE,Recife,2025,10,26,26.6,23.5,25.05
Nordeste,PE,Recife,2025,10,27,28.1,23.8,25.95
Nordeste,PE,Recife,2025,10,28,27.3,21.9,24.6
Nordeste,PE,Recife,2025,10,29,27.7,23.4,25.55
Nordeste,PE,Recife,2025,10,30,27.8,23.8,25.8
Nordeste,PE,Recife,2025,10,31,28.1,23.9,26.0
Nordeste,PE,Recife,2025,11,1,28.7,24.2,26.45
Nordeste,PE,Recife,2025,11,2,28.1,22.7,25.4
Nordeste,PE,Recife,2025,11,3,30.0,24.4,27.2
Nordeste,PE,Recife,2025,11,4,29.3,25.0,27.15
Nordeste,PE,Recife,2025,11,5,28.9,24.8,26.85
Nordeste,PE,Recife,2025,11,6,29.7,23.6,26.65
Nordeste,PE,Recife,2025,11,7,30.4,23.4,26.9
Nordeste,PE,Recife,2025,11,8,30.2,24.8,27.5
Nordeste,PE,Recife,2025,11,9,30.5,24.7,27.6
Nordeste,PE,Recife,2025,11,10,30.2,24.5,27.35
Nordeste,PE,Recife,2025,11,11,28.8,25.0,26.9
Nordeste,PE,Recife,2025,11,12,28.9,24.5,26.7
Nordeste,PE,Recife,2025,11,13,28.1,24.0,26.05
Nordeste,PE,Recife,2025,11,14,28.6,24.4,26.5
Nordeste,PE,Recife,2025,11,15,28.6,23.4,26.0
Nordeste,PE,Recife,2025,11,16,28.7,24.2,26.45
Nordeste,PE,Recife,2025,11,17,30.2,24.5,27.35
Nordeste,PE,Recife,2025,11,18,30.2,24.9,27.55
Nordeste,PE,Recife,2025,11,19,30.2,24.9,27.55
Nordeste,PE,Recife,2025,11,20,30.2,24.4,27.3
Nordeste,PE,Recife,2025,11,21,29.3,24.6,26.95
Nordeste,PE,Recife,2025,11,22,29.3,24.5,26.9
Nordeste,PE,Recife,2025,11,23,29.6,23.9,26.75
Nordeste,PE,Recife,2025,11,24,29.6,24.9,27.25
Nordeste,PE,Recife,2025,11,25,29.1,24.5,26.8
Nordeste,PE,Recife,2025,11,26,29.1,25.0,27.05
Nordeste,PE,Recife,2025,11,27,29.9,25.4,27.65
Nordeste,PE,Recife,2025,11,28,29.2,25.2,27.2
Nordeste,PE,Recife,2025,11,29,29.6,25.2,27.4
Nordeste,PE,Recife,2025,11,30,29.4,25.2,27.3
Nordeste,PE,Recife,2025,12,1,30.9,25.1,28.0
Nordeste,PE,Recife,2025,12,2,29.2,24.8,27.0
Nordeste,PE,Recife,2025,12,3,28.8,25.4,27.1
Nordeste,PE,Recife,2025,12,4,29.3,24.8,27.05
Nordeste,PE,Recife,2025,12,5,30.5,25.7,28.1
Nordeste,PE,Recife,2025,12,6,29.4,24.4,26.9
Nordeste,PE,Recife,2025,12,7,29.7,25.0,27.35
Nordeste,PE,Recife,2025,12,8,28.5,24.5,26.5
Nordeste,PE,Recife,2025,12,9,29.5,23.6,26.55
Nordeste,PE,Recife,2025,12,10,29.1,25.1,27.1
Nordeste,PE,Recife,2025,12,11,30.0,25.2,27.6
Nordeste,PE,Recife,2025,12,12,29.9,25.1,27.5
Nordeste,PE,Recife,2025,12,13,29.3,25.1,27.2
Nordeste,PE,Recife,2025,12,14,30.5,25.1,27.8
Nordeste,PE,Recife,2025,12,15,29.7,25.2,27.45
Nordeste,PE,Recife,2025,12,16,29.2,25.2,27.2
Nordeste,PE,Recife,2025,12,17,29.6,24.6,27.1
Nordeste,PE,Recife,2025,12,18,30.1,24.7,27.4
Nordeste,PE,Recife,2025,12,19,29.2,24.7,26.95
Nordeste,PE,Recife,2025,12,20,29.6,25.4,27.5
Nordeste,PE,Recife,2025,12,21,29.5,25.0,27.25
Nordeste,PE,Recife,2025,12,22,30.3,24.7,27.5
Nordeste,PE,Recife,2025,12,23,28.4,24.0,26.2
Nordeste,PE,Recife,2025,12,24,27.5,24.2,25.85
Nordeste,PE,Recife,2025,12,25,28.5,23.1,25.8
Nordeste,PE,Recife,2025,12,26,29.1,24.3,26.7
Nordeste,PE,Recife,2025,12,27,29.7,25.1,27.4
Nordeste,PE,Recife,2025,12,28,29.8,24.3,27.05
Nordeste,PE,Recife,2025,12,29,29.8,24.8,27.3
Nordeste,PE,Recife,2025,12,30,30.8,25.7,28.25
Nordeste,PE,Recife,2025,12,31,30.5,24.9,27.7
Nordeste,PE,Recife,2026,1,1,29.7,24.3,27.0
Nordeste,PE,Recife,2026,1,2,30.5,25.1,27.8
Nordeste,PE,Recife,2026,1,3,30.9,25.4,28.15
Nordeste,PE,Recife,2026,1,4,30.4,24.5,27.45
Nordeste,PE,Recife,2026,1,5,30.5,25.6,28.05
Nordeste,PE,Recife,2026,1,6,29.4,25.9,27.65
Nordeste,PE,Recife,2026,1,7,30.9,25.1,28.0
Nordeste,PE,Recife,2026,1,8,29.2,24.1,26.65
Nordeste,PE,Recife,2026,1,9,28.9,23.8,26.35
Nordeste,PE,Recife,2026,1,10,30.0,25.5,27.75
Nordeste,PE,Recife,2026,1,11,29.8,24.2,27.0
Nordeste,PE,Recife,2026,1,12,30.3,24.0,27.15
Nordeste,PE,Recife,2026,1,13,30.5,25.5,28.0
Nordeste,PE,Recife,2026,1,14,30.0,25.4,27.7
Nordeste,PE,Recife,2026,1,15,29.4,24.4,26.9
Nordeste,PE,Recife,2026,1,16,28.8,23.1,25.95
Nordeste,PE,Recife,2026,1,17,29.8,25.3,27.55
Nordeste,PE,Recife,2026,1,18,29.7,24.7,27.2
Nordeste,PE,Recife,2026,1,19,30.6,23.8,27.2
Nordeste,PE,Recife,2026,1,20,29.2,23.1,26.15
Nordeste,PE,Recife,2026,1,21,29.6,26.2,27.9
Nordeste,PE,Recife,2026,1,22,31.1,24.7,27.9
Nordeste,PE,Recife,2026,1,23,31.2,25.3,28.25
Nordeste,PE,Recife,2026,1,24,29.4,23.5,26.45
Nordeste,PE,Recife,2026,1,25,28.9,22.8,25.85
Nordeste,PE,Recife,2026,1,26,29.9,24.9,27.4
Nordeste,PE,Recife,2026,1,27,30.1,25.4,27.75
Nordeste,PE,Recife,2026,1,28,30.1,24.7,27.4
Nordeste,PE,Recife,2026,1,29,29.9,25.9,27.9
Nordeste,PE,Recife,2026,1,30,30.6,25.1,27.85
Nordeste,PE,Recife,2026,1,31,30.5,25.8,28.15
Nordeste,PE,Recife,2026,2,1,30.4,25.3,27.85
Nordeste,PE,Recife,2026,2,2,31.2,25.6,28.4
Nordeste,PE,Recife,2026,2,3,32.0,24.3,28.15
Nordeste,PE,Recife,2026,2,4,31.7,26.2,28.95
Nordeste,PE,Recife,2026,2,5,30.0,24.5,27.25
Nordeste,PE,Recife,2026,2,6,29.5,24.4,26.95
Nordeste,PE,Recife,2026,2,7,27.7,23.9,25.8
Nordeste,PE,Recife,2026,2,8,28.7,23.1,25.9
Nordeste,PE,Recife,2026,2,9,29.8,25.8,27.8
Nordeste,PE,Recife,2026,2,10,29.8,25.6,27.7
Nordeste,PE,Recife,2026,2,11,29.8,26.0,27.9
Nordeste,PE,Recife,2026,2,12,26.9,24.4,25.65
Nordeste,PE,Recife,2026,2,13,28.0,23.5,25.75
Nordeste,PE,Recife,2026,2,14,28.6,24.0,26.3
Nordeste,PE,Recife,2026,2,15,28.9,22.8,25.85
Nordeste,PE,Recife,2026,2,16,28.9,24.2,26.55
Nordeste,PE,Recife,2026,2,17,29.5,25.4,27.45
Nordeste,PE,Recife,2026,2,18,29.8,24.5,27.15
Nordeste,PE,Recife,2026,2,19,31.1,24.6,27.85
Nordeste,PE,Recife,2026,2,20,31.2,25.2,28.2
Nordeste,PE,Recife,2026,2,21,31.7,25.2,28.45
Nordeste,PE,Recife,2026,2,22,31.6,26.1,28.85
Nordeste,PE,Recife,2026,2,23,31.5,25.1,28.3
Nordeste,PE,Recife,2026,2,24,30.5,23.9,27.2
Nordeste,PE,Recife,2026,2,25,31.5,25.6,28.55
Nordeste,PE,Recife,2026,2,26,32.1,25.4,28.75
Nordeste,PE,Recife,2026,2,27,31.2,24.5,27.85
Nordeste,PE,Recife,2026,2,28,30.6,24.5,27.55
Nordeste,PE,Recife,2026,3,1,29.3,24.1,26.7
Nordeste,PE,Recife,2026,3,2,30.7,23.4,27.05
Nordeste,PE,Recife,2026,3,3,29.5,23.9,26.7
Nordeste,PE,Recife,2026,3,4,30.0,25.8,27.9
Nordeste,PE,Recife,2026,3,5,29.9,24.3,27.1
Nordeste,PE,Recife,2026,3,6,30.8,24.6,27.7
Nordeste,PE,Recife,2026,3,7,28.7,23.7,26.2
Nordeste,PE,Recife,2026,3,8,30.6,23.6,27.1
Nordeste,PE,Recife,2026,3,9,30.2,25.8,28.0
Nordeste,PE,Recife,2026,3,10,31.2,26.6,28.9
Nordeste,PE,Recife,2026,3,11,31.8,26.5,29.15
Nordeste,PE,Recife,2026,3,12,31.4,26.3,28.85
Nordeste,PE,Recife,2026,3,13,30.6,24.2,27.4
Nordeste,PE,Recife,2026,3,14,31.3,25.5,28.4
Nordeste,PE,Recife,2026,3,15,31.3,26.1,28.7
Nordeste,PE,Recife,2026,3,16,31.4,24.1,27.75
Nordeste,PE,Recife,2026,3,17,30.7,24.2,27.45
Nordeste,PE,Recife,2026,3,18,31.2,26.6,28.9
Nordeste,PE,Recife,2026,3,19,31.4,25.7,28.55
Nordeste,PE,Recife,2026,3,20,31.9,25.9,28.9
Nordeste,PE,Recife,2026,3,21,31.2,26.6,28.9
Nordeste,PE,Recife,2026,3,22,30.7,24.7,27.7
Nordeste,PE,Recife,2026,3,23,31.1,23.9,27.5
Nordeste,PE,Recife,2026,3,24,32.0,26.2,29.1
Nordeste,PE,Recife,2026,3,25,30.6,25.6,28.1
Nordeste,PE,Recife,2026,3,26,29.5,23.2,26.35
Nordeste,PE,Recife,2026,3,27,29.5,24.2,26.85
Nordeste,PE,Recife,2026,3,28,29.6,23.4,26.5
Nordeste,PE,Recife,2026,3,29,30.5,23.5,27.0
Nordeste,PE,Recife,2026,3,30,28.9,24.1,26.5
Nordeste,PE,Recife,2026,3,31,28.6,24.0,26.3
Nordeste,PE,Recife,2026,4,1,27.2,23.5,25.35
Nordeste,PE,Recife,2026,4,2,28.8,23.4,26.1
Nordeste,PE,Recife,2026,4,3,29.6,23.4,26.5
Nordeste,PE,Recife,2026,4,4,29.0,24.7,26.85
Nordeste,PE,Recife,2026,4,5,28.0,24.3,26.15
Nordeste,PE,Recife,2026,4,6,30.1,23.8,26.95
Nordeste,PE,Recife,2026,4,7,28.4,24.3,26.35
Nordeste,PE,Recife,2026,4,8,27.2,24.0,25.6
Nordeste,PE,Recife,2026,4,9,29.6,23.2,26.4
Nordeste,PE,Recife,2026,4,10,29.4,24.4,26.9
Nordeste,PE,Recife,2026,4,11,30.5,25.0,27.75
Nordeste,PE,Recife,2026,4,12,27.6,23.9,25.75
Nordeste,PE,Recife,2026,4,13,28.9,23.7,26.3
Nordeste,PE,Recife,2026,4,14,28.3,24.3,26.3
Nordeste,PE,Recife,2026,4,15,29.8,25.4,27.6
Nordeste,PE,Recife,2026,4,16,28.7,23.8,26.25
Nordeste,PE,Recife,2026,4,17,29.1,23.5,26.3
Nordeste,PE,Recife,2026,4,18,29.9,24.4,27.15
Nordeste,PE,Recife,2026,4,19,29.2,24.1,26.65
Nordeste,PE,Recife,2026,4,20,28.5,23.9,26.2
Nordeste,PE,Recife,2026,4,21,29.7,24.1,26.9
Nordeste,PE,Recife,2026,4,22,29.2,24.2,26.7
Nordeste,PE,Recife,2026,4,23,28.9,24.3,26.6
Nordeste,PE,Recife,2026,4,24,29.4,23.6,26.5
Nordeste,PE,Recife,2026,4,25,27.9,23.5,25.7
Nordeste,PE,Recife,2026,4,26,29.4,24.3,26.85
Nordeste,PE,Recife,2026,4,27,28.0,24.2,26.1
Nordeste,PE,Recife,2026,4,28,27.2,22.3,24.75
Nordeste,PE,Recife,2026,4,29,29.1,23.9,26.5
Nordeste,PE,Recife,2026,4,30,29.5,23.0,26.25
Nordeste,PE,Recife,2026,5,1,26.3,23.8,25.05
Nordeste,PE,Recife,2026,5,2,28.5,23.3,25.9
Nordeste,PE,Recife,2026,5,3,28.9,24.5,26.7
Nordeste,PE,Recife,2026,5,4,28.8,23.2,26.0
Nordeste,PE,Recife,2026,5,5,28.7,23.4,26.05
Nordeste,PE,Recife,2026,5,6,28.1,24.8,26.45
Nordeste,PE,Recife,2026,5,7,27.9,23.7,25.8
Nordeste,PE,Recife,2026,5,8,27.7,23.8,25.75
Nordeste,PE,Recife,2026,5,9,28.0,24.1,26.05
Nordeste,PE,Recife,2026,5,10,29.0,24.0,26.5
Nordeste,PE,Recife,2026,5,11,27.7,24.5,26.1
Nordeste,PE,Recife,2026,5,12,27.4,23.2,25.3
Nordeste,PE,Recife,2026,5,13,27.7,24.4,26.05
Nordeste,PE,Recife,2026,5,14,28.7,23.9,26.3
Nordeste,PE,Recife,2026,5,15,25.7,23.8,24.75
Nordeste,PE,Recife,2026,5,16,28.0,23.7,25.85
Nordeste,PI,Teresina,2021,5,17,32.6,22.5,27.55
Nordeste,PI,Teresina,2021,5,18,31.9,23.8,27.85
Nordeste,PI,Teresina,2021,5,19,33.0,22.9,27.95
Nordeste,PI,Teresina,2021,5,20,33.7,23.0,28.35
Nordeste,PI,Teresina,2021,5,21,33.0,24.4,28.7
Nordeste,PI,Teresina,2021,5,22,33.0,22.7,27.85
Nordeste,PI,Teresina,2021,5,23,34.3,24.0,29.15
Nordeste,PI,Teresina,2021,5,24,34.5,23.0,28.75
Nordeste,PI,Teresina,2021,5,25,33.6,23.1,28.35
Nordeste,PI,Teresina,2021,5,26,33.2,22.9,28.05
Nordeste,PI,Teresina,2021,5,27,33.3,21.6,27.45
Nordeste,PI,Teresina,2021,5,28,32.8,22.2,27.5
Nordeste,PI,Teresina,2021,5,29,33.0,21.5,27.25
Nordeste,PI,Teresina,2021,5,30,33.3,23.5,28.4
Nordeste,PI,Teresina,2021,5,31,33.4,21.2,27.3
Nordeste,PI,Teresina,2021,6,1,32.8,22.7,27.75
Nordeste,PI,Teresina,2021,6,2,33.3,24.1,28.7
Nordeste,PI,Teresina,2021,6,3,33.5,24.0,28.75
Nordeste,PI,Teresina,2021,6,4,33.7,23.4,28.55
Nordeste,PI,Teresina,2021,6,5,33.9,23.5,28.7
Nordeste,PI,Teresina,2021,6,6,32.4,22.1,27.25
Nordeste,PI,Teresina,2021,6,7,33.5,23.1,28.3
Nordeste,PI,Teresina,2021,6,8,32.0,24.5,28.25
Nordeste,PI,Teresina,2021,6,9,32.7,24.0,28.35
Nordeste,PI,Teresina,2021,6,10,34.2,24.0,29.1
Nordeste,PI,Teresina,2021,6,11,32.8,22.6,27.7
Nordeste,PI,Teresina,2021,6,12,30.4,23.9,27.15
Nordeste,PI,Teresina,2021,6,13,31.4,22.9,27.15
Nordeste,PI,Teresina,2021,6,14,33.0,23.4,28.2
Nordeste,PI,Teresina,2021,6,15,32.4,23.0,27.7
Nordeste,PI,Teresina,2021,6,16,32.2,21.9,27.05
Nordeste,PI,Teresina,2021,6,17,33.2,23.0,28.1
Nordeste,PI,Teresina,2021,6,18,33.3,23.4,28.35
Nordeste,PI,Teresina,2021,6,19,33.7,22.2,27.95
Nordeste,PI,Teresina,2021,6,20,33.5,20.9,27.2
Nordeste,PI,Teresina,2021,6,21,33.7,23.2,28.45
Nordeste,PI,Teresina,2021,6,22,34.0,23.2,28.6
Nordeste,PI,Teresina,2021,6,23,32.8,23.8,28.3
Nordeste,PI,Teresina,2021,6,24,33.7,22.5,28.1
Nordeste,PI,Teresina,2021,6,25,33.5,23.2,28.35
Nordeste,PI,Teresina,2021,6,26,34.0,22.8,28.4
Nordeste,PI,Teresina,2021,6,27,33.9,22.0,27.95
Nordeste,PI,Teresina,2021,6,28,33.5,23.4,28.45
Nordeste,PI,Teresina,2021,6,29,33.6,21.5,27.55
Nordeste,PI,Teresina,2021,6,30,31.4,22.5,26.95
Nordeste,PI,Teresina,2021,7,1,34.2,23.6,28.9
Nordeste,PI,Teresina,2021,7,2,30.6,22.9,26.75
Nordeste,PI,Teresina,2021,7,3,32.1,22.4,27.25
Nordeste,PI,Teresina,2021,7,4,31.3,21.9,26.6
Nordeste,PI,Teresina,2021,7,5,32.8,22.9,27.85
Nordeste,PI,Teresina,2021,7,6,33.5,22.6,28.05
Nordeste,PI,Teresina,2021,7,7,33.6,22.5,28.05
Nordeste,PI,Teresina,2021,7,8,33.9,23.7,28.8
Nordeste,PI,Teresina,2021,7,9,33.2,22.5,27.85
Nordeste,PI,Teresina,2021,7,10,33.4,22.0,27.7
Nordeste,PI,Teresina,2021,7,11,33.6,23.5,28.55
Nordeste,PI,Teresina,2021,7,12,33.8,23.7,28.75
Nordeste,PI,Teresina,2021,7,13,31.9,24.2,28.05
Nordeste,PI,Teresina,2021,7,14,34.0,22.0,28.0
Nordeste,PI,Teresina,2021,7,15,32.8,22.0,27.4
Nordeste,PI,Teresina,2021,7,16,35.0,22.5,28.75
Nordeste,PI,Teresina,2021,7,17,34.0,23.5,28.75
Nordeste,PI,Teresina,2021,7,18,32.3,23.5,27.9
Nordeste,PI,Teresina,2021,7,19,34.0,23.3,28.65
Nordeste,PI,Teresina,2021,7,20,33.2,23.4,28.3
Nordeste,PI,Teresina,2021,7,21,33.8,23.8,28.8
Nordeste,PI,Teresina,2021,7,22,34.2,22.1,28.15
Nordeste,PI,Teresina,2021,7,23,33.9,24.0,28.95
Nordeste,PI,Teresina,2021,7,24,34.1,21.6,27.85
Nordeste,PI,Teresina,2021,7,25,34.8,22.8,28.8
Nordeste,PI,Teresina,2021,7,26,33.8,20.8,27.3
Nordeste,PI,Teresina,2021,7,27,34.7,22.8,28.75
Nordeste,PI,Teresina,2021,7,28,31.7,23.2,27.45
Nordeste,PI,Teresina,2021,7,29,33.3,24.7,29.0
Nordeste,PI,Teresina,2021,7,30,33.0,23.0,28.0
Nordeste,PI,Teresina,2021,7,31,35.2,22.6,28.9
Nordeste,PI,Teresina,2021,8,1,32.1,23.5,27.8
Nordeste,PI,Teresina,2021,8,2,33.2,22.7,27.95
Nordeste,PI,Teresina,2021,8,3,33.7,20.1,26.9
Nordeste,PI,Teresina,2021,8,4,34.2,21.2,27.7
Nordeste,PI,Teresina,2021,8,5,34.8,23.9,29.35
Nordeste,PI,Teresina,2021,8,6,35.0,23.8,29.4
Nordeste,PI,Teresina,2021,8,7,34.9,25.4,30.15
Nordeste,PI,Teresina,2021,8,8,35.0,22.9,28.95
Nordeste,PI,Teresina,2021,8,9,35.3,22.2,28.75
Nordeste,PI,Teresina,2021,8,10,36.0,24.0,30.0
Nordeste,PI,Teresina,2021,8,11,36.2,25.8,31.0
Nordeste,PI,Teresina,2021,8,12,36.5,23.2,29.85
Nordeste,PI,Teresina,2021,8,13,36.0,23.2,29.6
Nordeste,PI,Teresina,2021,8,14,36.4,23.8,30.1
Nordeste,PI,Teresina,2021,8,15,36.0,23.0,29.5
Nordeste,PI,Teresina,2021,8,16,33.7,22.5,28.1
Nordeste,PI,Teresina,2021,8,17,36.2,22.0,29.1
Nordeste,PI,Teresina,2021,8,18,35.8,19.9,27.85
Nordeste,PI,Teresina,2021,8,19,35.1,24.1,29.6
Nordeste,PI,Teresina,2021,8,20,35.8,22.2,29.0
Nordeste,PI,Teresina,2021,8,21,36.0,23.6,29.8
Nordeste,PI,Teresina,2021,8,22,36.0,23.1,29.55
Nordeste,PI,Teresina,2021,8,23,36.9,23.5,30.2
Nordeste,PI,Teresina,2021,8,24,35.2,24.2,29.7
Nordeste,PI,Teresina,2021,8,25,36.4,25.9,31.15
Nordeste,PI,Teresina,2021,8,26,37.4,25.5,31.45
Nordeste,PI,Teresina,2021,8,27,37.7,24.7,31.2
Nordeste,PI,Teresina,2021,8,28,36.9,23.8,30.35
Nordeste,PI,Teresina,2021,8,29,38.2,24.0,31.1
Nordeste,PI,Teresina,2021,8,30,36.4,23.2,29.8
Nordeste,PI,Teresina,2021,8,31,35.8,25.4,30.6
Nordeste,PI,Teresina,2021,9,1,35.5,24.4,29.95
Nordeste,PI,Teresina,2021,9,2,35.2,24.1,29.65
Nordeste,PI,Teresina,2021,9,3,36.8,23.0,29.9
Nordeste,PI,Teresina,2021,9,4,36.5,24.6,30.55
Nordeste,PI,Teresina,2021,9,5,37.5,23.2,30.35
Nordeste,PI,Teresina,2021,9,6,37.6,23.4,30.5
Nordeste,PI,Teresina,2021,9,7,38.0,24.9,31.45
Nordeste,PI,Teresina,2021,9,8,35.7,24.5,30.1
Nordeste,PI,Teresina,2021,9,9,36.3,23.0,29.65
Nordeste,PI,Teresina,2021,9,10,37.0,23.5,30.25
Nordeste,PI,Teresina,2021,9,11,37.5,23.7,30.6
Nordeste,PI,Teresina,2021,9,12,37.2,24.2,30.7
Nordeste,PI,Teresina,2021,9,13,37.5,22.9,30.2
Nordeste,PI,Teresina,2021,9,14,36.2,24.0,30.1
Nordeste,PI,Teresina,2021,9,15,37.2,24.8,31.0
Nordeste,PI,Teresina,2021,9,16,36.4,23.4,29.9
Nordeste,PI,Teresina,2021,9,17,37.0,24.6,30.8
Nordeste,PI,Teresina,2021,9,18,37.7,23.1,30.4
Nordeste,PI,Teresina,2021,9,19,37.0,25.0,31.0
Nordeste,PI,Teresina,2021,9,20,37.4,24.5,30.95
Nordeste,PI,Teresina,2021,9,21,37.3,24.8,31.05
Nordeste,PI,Teresina,2021,9,22,37.3,24.5,30.9
Nordeste,PI,Teresina,2021,9,23,38.2,24.7,31.45
Nordeste,PI,Teresina,2021,9,24,36.7,25.0,30.85
Nordeste,PI,Teresina,2021,9,25,36.2,25.0,30.6
Nordeste,PI,Teresina,2021,9,26,37.2,24.6,30.9
Nordeste,PI,Teresina,2021,9,27,36.9,25.1,31.0
Nordeste,PI,Teresina,2021,9,28,36.0,25.0,30.5
Nordeste,PI,Teresina,2021,9,29,33.4,24.5,28.95
Nordeste,PI,Teresina,2021,9,30,32.5,24.6,28.55
Nordeste,PI,Teresina,2021,10,1,31.9,24.3,28.1
Nordeste,PI,Teresina,2021,10,2,35.2,23.8,29.5
Nordeste,PI,Teresina,2021,10,3,38.0,23.5,30.75
Nordeste,PI,Teresina,2021,10,4,38.0,23.7,30.85
